credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
5,4569270901,2313578801,7948148805,5,618,1
0,4776623851,602237458,7285318465,4,648,0
0,4370852349,3133809419,686556573,3,555,0
0,2891062456,28814433,4519319451,6,563,0
2,6376675852,1041053331,1184262416,8,674,0
3,4119426483,1475540981,6478335742,4,636,1
2,2931990745,1062820351,5825990384,2,535,0
0,5121152718,2452896925,7683003242,5,612,0
0,4358513706,5057104041,7122564423,5,697,0
0,463422781,5870038417,9050141664,4,597,0
2,4790591229,1589745336,8672842813,2,622,0
1,6013575162,1144023937,928673405,1,640,0
0,6683112454,6359267784,1054023019,5,662,0
0,7547737524,4873163196,1087409164,4,565,0
5,5368772093,2236448949,7233892455,2,561,1
0,4041118108,3948856263,53211366,2,657,0
0,8222705704,1110842803,1074902216,5,649,0
1,4161507278,8188091218,5943694607,3,645,0
1,3078067344,584547057,4868385334,5,680,0
5,8497085528,2987830632,1030179,2,629,1
1,4512650937,7823754802,8264352032,3,630,0
0,67997846,9091731439,9509637551,3,619,0
5,4613853984,2176097246,8299054025,4,605,1
1,3972957308,7590299881,7800882331,6,803,0
0,3873496347,2839112953,554792929,3,698,0
0,4650764744,5290582102,6505327349,5,681,0
5,6003028525,2866362364,8164521819,1,678,1
0,5378526671,3240252191,829387406,7,590,0
5,4337961073,2057434067,6432572944,3,578,1
0,2965422212,5444033211,6031101874,2,648,0
5,5183888841,2567578383,7431203972,3,550,1
0,1764284308,3680439491,541097552,2,617,0
2,234326674,6058875292,4742922772,5,561,0
0,4163306745,8574849069,8665899716,4,647,0
5,5086134661,2455263619,7854694374,4,607,1
1,2762809763,4044867509,4875247753,6,595,0
5,5307656319,235188434,7397483308,3,615,1
0,3030305477,5077009691,4980669956,4,753,0
1,3895719843,7355093161,6540706039,5,647,0
2,4340816625,1182690726,8482971337,6,660,0
1,5951014287,1093079171,9415300269,4,593,0
2,3679961398,1125662325,624277731,5,742,0
1,3872961434,7135620825,6281180782,6,661,0
0,353609384,9880365579,5587547434,3,645,0
1,2410732923,4429908989,5653358381,8,600,0
5,1747173886,1245741429,3952238939,4,580,1
1,2832856149,5108538853,544999398,6,720,0
5,4790719413,2165104623,7556932526,2,581,1
2,4334533734,1424712819,7337379108,2,591,0
0,2517012371,2958774379,3950604322,5,763,0
0,2646092964,2791944573,4321806168,2,723,0
1,2600546502,4830379262,5103987336,6,687,0
2,5840462255,1609074919,9434408483,3,618,0
5,1230978829,5014988321,2084756727,5,490,1
0,3438619671,470599883,6130849153,3,589,0
0,3442494011,2836647321,4980050031,6,764,0
3,3172815314,1117124824,6183493211,3,636,0
0,4002707197,6558618149,8751085156,4,594,0
1,6938311053,8843619185,9167798834,7,776,0
5,6731076791,3315247047,1080977139,3,742,1
3,5413675482,1797519009,8597565683,2,595,1
3,2989029967,6948312155,4028635203,5,590,0
0,4130021696,7968397435,7859974767,5,644,0
5,4000394434,2405063054,7406647152,3,577,1
1,395114364,5614084721,6305706409,6,618,0
1,4311092774,7740740689,7607464787,6,704,0
1,3259580111,481282268,4648726609,5,629,0
0,523688926,6572487635,8951224432,2,624,0
0,5192193004,6440990047,8893142325,5,653,0
1,2722136396,4340189109,5018152724,7,772,0
0,3575565797,4333964529,6064391033,4,649,0
1,2299410085,4671955407,4842304663,7,669,0
1,3389725699,5138593888,5755225887,6,648,0
1,2957932986,4801728738,5763921843,5,646,0
5,7202156418,2383939676,9044467237,3,598,1
1,4816024119,5907894007,6035490654,6,800,0
5,3178943316,1239506561,4057185048,3,724,1
2,6522679253,1583269832,9649988792,3,620,0
5,5351428448,2243206498,812342193,3,572,1
5,5138616268,2015401258,7526840418,6,626,1
1,3816640784,9486411573,7109762867,3,651,0
0,4920030329,3582545417,6374031544,1,650,0
1,2855617066,765572516,7585018628,6,675,0
5,4672297218,1799682888,6761751018,4,597,1
0,6125106522,5661876677,8016027901,1,739,0
4,4650045419,1706518306,7942761166,5,679,1
5,4299323914,2605830316,7491894502,7,659,1
0,521041275,1143757814,1143757814,5,559,0
5,4720164154,244623927,8819904057,6,577,1
5,2951279483,1318254029,4711077544,3,575,1
1,5088626958,8509172912,702911255,6,632,0
5,5534371585,2793389172,1060656171,4,591,1
0,2801639335,4212665837,5097078858,4,696,0
0,6277372179,9524698496,1015556626,4,542,0
0,4409843851,5460554717,6457646929,3,596,0
0,7263728115,8057605266,1128660675,4,608,0
1,2826779535,6293001347,6046243186,3,690,0
0,9351882044,1099195995,1363374348,4,651,0
0,2229876206,2854273314,5647071046,6,662,0
0,269412826,2536774712,36070569,6,631,0
5,5674980431,2156633425,7669118332,5,628,1
0,3910974646,4296571249,67097117,5,703,0
0,4575987457,3590121058,7656766961,3,686,0
0,3798177246,2637536918,5233469494,4,655,0
0,4528924892,4773460324,6010847305,3,624,0
0,5111054367,3442946387,7765618675,4,556,0
1,6115353688,9341658194,9824213208,5,648,0
1,301938131,6219380482,6089269605,5,692,0
2,4337953601,1025363089,8575864944,10,709,0
1,8001743859,1608250592,120718059,4,638,0
0,5847060937,4259657958,9902786196,3,677,0
0,2106296757,3397010691,45597239,5,598,0
0,3434393913,5948756269,5948756269,2,627,0
0,3112683301,5427679784,663388034,4,628,0
1,5183184772,901224638,7959393999,6,653,0
0,4732761549,214629926,6385987822,6,635,0
4,5538716007,1979053689,7448940141,2,679,1
1,334743131,9775694726,7644803492,6,616,0
0,3763409802,4134737133,8063613312,6,824,0
4,3146939145,7666699187,4261611927,7,614,0
2,5328258837,1123917778,8588690284,4,615,0
2,3389782136,6307384263,5785105881,7,684,0
0,5281939433,6199927268,8011020642,4,692,0
0,5392274016,3493378142,7366522887,3,611,0
0,4748602789,4910142034,688855067,4,713,0
0,438073489,5600965662,7960412964,6,673,0
2,4846759877,1071540342,9017638126,7,692,0
0,4078894813,412412351,6693019422,4,581,0
2,4525734503,1261319962,8029659595,5,559,0
5,533511392,2496475964,8462384426,3,579,1
5,4320885196,2082414409,733539798,5,661,1
1,6271076797,7545980099,9188659964,5,592,0
0,3154057462,2455440266,598587167,3,554,0
0,6968157239,4598991861,1454047515,4,538,0
5,2107090963,1157580811,4449331568,3,539,1
3,4604560834,1080573561,6059051568,4,588,0
1,5515369477,9182255208,9161725605,6,619,0
1,3551715687,9840839819,7391532743,4,690,0
0,5019735716,1303633988,8437871871,5,585,0
4,3197381332,1169601029,5184977336,4,645,1
0,263698889,1580610772,6365144119,3,571,0
0,217885943,2161309184,3684365491,5,758,0
1,3759723222,4934160581,4799205147,6,726,0
1,4585884107,8945747806,7912401468,6,587,0
1,306263652,6333098228,7397321633,8,613,0
0,7622290772,7637032769,104710856,6,681,0
0,562390452,3632057535,9608679264,3,672,0
1,355087105,7398293179,6080688254,5,673,0
0,3497896186,2971808504,5363748585,3,658,0
1,5507048945,1173815204,8028368117,2,651,0
5,3055471499,1708242083,6520742729,3,608,1
0,7584447123,5299141904,1079155706,4,585,0
4,2652267332,1473609929,5324237388,4,554,1
0,3089200864,5248759718,4980344674,3,581,0
4,5797570754,1919201159,7268570354,1,586,1
1,4309120155,8782805602,9719768317,7,631,0
3,4266952459,1011606403,565419626,5,633,0
0,4250713829,5144671496,7184764208,2,684,0
0,5436532644,6212063251,7470047918,2,632,0
2,543693084,1280944072,7424259209,5,664,0
5,3082366603,1388647219,509087691,6,586,1
3,29710685,9254302542,4859871093,5,564,0
1,2321095209,7619799706,6521163133,7,726,0
5,3329576987,2144327668,7715146047,5,618,1
0,3155501828,3261700599,4131024538,4,496,0
0,413082249,5565867522,6472330911,3,709,0
5,336083743,1651235951,5642307191,3,638,1
0,451201409,3429413181,6272903524,2,599,0
0,3856525765,2329098179,5639006406,4,619,0
0,2123893985,2824648726,3796901432,5,712,0
2,2541860839,9936011517,5818243576,5,737,0
0,3746123884,4667288797,6279262076,2,643,0
1,3490289325,8031996276,7097385765,5,697,0
2,6664205404,1556599908,1073076364,8,692,0
1,4943225431,5678179907,7739790395,6,637,0
0,3872564043,417490805,7382442563,4,785,0
0,3488101593,2594615683,5866961027,3,712,0
0,488946612,5507798804,6993653331,2,645,0
0,7706549049,1027688468,1162338482,3,644,0
1,6082549277,7653869364,9514709952,6,712,0
0,505659873,7618812873,8934089842,3,524,0
4,6088997171,2435593672,9530336198,1,527,1
2,4441183476,1314743821,790703657,5,607,0
1,5039707559,6728047516,7361118873,6,583,0
1,5064439259,1229888126,9170577779,2,714,0
0,2601808398,3477455174,4415830936,4,675,0
0,2336877814,264062509,4369357951,5,665,0
1,5357604419,8624353198,8545928375,5,518,0
1,3242823829,8435809283,7763238291,6,650,0
5,417601771,2045684998,6714502141,4,606,1
1,3135264699,4866554331,5437651649,6,595,0
0,6470743185,3568563799,8562272604,4,736,0
1,3976350366,6731905312,677043401,5,657,0
1,3266535641,4121812263,4842430709,6,542,0
1,2784125847,6149993206,5226542844,5,653,0
4,7043023824,2608811198,1053494391,3,533,1
5,3657948679,1611505388,5407595951,3,705,1
1,4190576615,5317433246,5852317772,6,541,0
4,2091335878,1072840782,4136013224,5,599,1
0,2758863881,1713720887,3370832724,3,563,0
5,5894987356,2138310706,7790317818,4,554,1
0,4248004826,5223480427,5913704026,4,664,0
2,1186417866,1288402343,9685942375,8,661,0
0,366129054,5818826164,8073048316,2,623,0
2,328401998,115055591,8683283069,8,648,0
1,3294574591,6148789295,5851581867,5,669,0
3,272659655,1022254657,5526800131,6,617,0
1,2877740765,4738677201,5102337618,8,661,0
0,4218112453,7858454426,8444746557,5,638,0
4,4554008906,1884409154,6777278553,1,554,1
1,3344450061,5477331301,632405749,5,655,0
5,3002285163,1839765975,6213593139,3,621,1
5,3034356018,1478733146,5343032619,3,669,1
2,4220072673,1288335567,8360418217,6,598,0
5,7193906861,2918999564,102751036,3,494,1
5,4031462782,2298602165,7620573572,4,620,1
0,4582436684,7405369234,784034139,3,671,0
0,3746830334,4562355338,5949363362,5,705,0
2,3396642532,1111295386,7977759521,5,690,0
0,5340756247,5159331457,8170069135,3,584,0
2,4232860197,8434541992,705928147,9,661,0
0,3495428163,1476217507,5217155138,4,647,0
1,4603603366,1087705806,9457641008,6,600,0
1,4190392111,761935853,7620096491,6,713,0
1,1931656518,3628821574,395796527,6,648,0
1,4618694447,7478658255,9009022062,8,734,0
4,1750854887,7792681291,3760807056,4,657,1
2,3938997937,7698554252,6272979164,8,646,0
5,9105964213,4255845149,1339133823,3,601,1
0,4333993702,4631748392,7251462286,6,758,0
2,6462000876,1384685932,9378158831,5,684,0
1,4703668934,9268683378,9389677631,5,700,0
0,5630283,2698707755,8098505822,4,687,0
0,4006153837,7230024692,7230024692,5,584,0
5,5059539885,2123354647,7631227643,4,570,1
0,5721439394,1458249756,8372909899,4,649,0
1,3116595711,1106911474,7286725047,4,613,0
0,5298337711,661641817,8188809485,3,694,0
2,3638148847,7405442761,5524613575,7,756,0
0,5129518792,8264583305,8055773564,3,590,0
3,2359302606,8654829076,5038758362,5,620,0
1,4971133872,539859963,666912441,7,675,0
4,4219017476,1556418668,8162412317,8,709,0
2,4939674669,1239102893,9156182697,5,534,0
1,1830698352,5340366775,5180895919,5,611,0
2,5485822064,1527020586,9695196815,4,655,0
4,6514609309,2252589794,9414188014,3,565,1
3,4133765194,1164462323,6418426196,4,595,0
1,3245460621,4376963189,4201828377,6,661,0
5,4500868086,1530744219,5717199962,4,560,1
0,4198261701,2837605861,6501946158,4,705,0
0,4418584607,5002910709,7219147,4,622,0
4,3965008957,2566927773,9983763564,6,632,1
1,4867988816,8874342824,6783010491,5,703,0
0,3087683141,1985029716,5941774001,5,730,0
0,3128512971,3250509507,397127166,2,467,0
1,2556744815,6586261473,5809276316,5,627,0
1,6405475863,9567761814,9898871291,4,699,0
0,3408967226,367710622,4632749491,4,544,0
0,556701248,7964881145,7964881145,6,676,0
1,4757167964,1090772235,9004283732,7,661,0
0,3691969845,5209019824,5905133627,4,649,0
1,1624999889,3425317842,2800411199,4,573,0
1,366624035,9844172883,7200352767,5,708,0
1,5258120104,1030284278,8710608143,6,647,0
0,1067193182,2670421033,3017066487,5,744,0
5,4990392264,197394601,7239846386,3,612,1
5,3997456304,2369419012,8234649797,5,653,1
1,5404818055,1261199564,9404775755,6,647,0
0,6368348999,2130950418,8806141524,4,619,0
0,4267960799,6744110848,7111698129,4,687,0
1,4121086945,882915306,7864024019,8,690,0
0,6847541932,1034524572,1119566225,5,603,0
3,13060951,4935104364,3014557943,5,671,0
1,430203203,6574575975,7231758047,6,591,0
4,237218101,9338682829,421111413,5,715,1
1,4120605738,8255551696,8811523073,5,662,0
0,236736106,3177946063,3177946063,4,644,0
1,4720603407,7896335058,6648777509,5,657,0
0,3005328746,4216415038,6295918911,5,712,0
5,5761369522,2157827967,7506629165,3,614,1
1,4388586032,8632340424,8604510138,4,723,0
1,6135235806,9155630231,8725268268,3,716,0
3,2881543385,7028514963,4003916929,5,641,0
1,3546988296,7277344255,7842669299,5,746,0
5,6602443893,2892370916,1005748877,3,581,1
1,4753051014,7886461851,7802213634,6,746,0
5,4610007342,2180135565,6224265067,3,541,1
0,3271474711,4958855241,6259198308,3,556,0
0,3635971938,4938572578,5405692022,4,563,0
0,4002419461,3111874937,6809406095,3,686,0
1,5786878375,8357628994,9954401529,5,592,0
0,8175079724,4626890562,1071925588,5,640,0
5,3046422491,1950610591,6887852995,5,691,1
0,5916967386,4922346391,8769246528,7,711,0
1,4526527111,8695961672,7319952732,5,675,0
1,3044322541,7613210319,6414067491,2,640,0
1,5390691753,114270378,9796907619,6,591,0
0,1852451532,2462065016,3816711227,6,731,0
2,1892269602,5577172712,3606672708,6,673,0
1,2426134177,4611682184,458102573,5,707,0
4,6047683247,2389010612,8900605388,1,579,1
2,4506243257,1224186735,8149632478,5,691,0
0,4884849358,5967422699,850836269,4,669,0
1,3879501744,6520963747,8185481529,7,697,0
4,4613314762,1587957621,8480361299,7,713,0
1,5083385993,6581885469,9800340224,7,610,0
5,4306088304,2012769145,7213563027,3,576,1
2,5037642689,1209202406,8139297818,4,668,0
0,3698053364,5668025962,7471017389,5,708,0
0,4473904993,611326483,1000041283,6,743,0
1,5308089614,1103778326,1135638991,6,732,0
2,5845545535,1194516828,1006167389,7,738,0
0,469679506,6182925481,7067768692,4,629,0
0,2368339334,3354412276,3781050457,4,553,0
1,3799440947,5547016905,5680495915,4,699,0
4,9415106456,8122781642,3494495357,4,628,1
1,6719431149,1114085715,9744655253,5,659,0
2,5855421013,1061763609,768653058,6,687,0
0,4434794183,4004479161,7528298994,5,630,0
3,3962735749,1567747012,8100518648,3,637,1
0,1791161127,2845586428,4214278514,5,598,0
1,2385871812,5554413463,4901931029,6,596,0
0,6024868822,9902636594,9902636594,2,623,0
1,4469233423,686244219,7002453293,6,570,0
0,7468496462,3599286533,9671050788,2,770,0
5,2790043417,1243467871,4854495571,3,541,1
2,3624563179,1006437091,629935331,6,673,0
1,5554503688,8934429848,1006732837,7,614,0
0,5515595787,6626801424,7789473969,4,666,0
5,3436562865,1478618273,5207727617,4,566,1
5,3631216304,1659368006,6408068706,3,563,1
5,620973798,2560560494,9330885519,4,616,1
0,5490784416,4982280455,7409063733,4,622,0
0,2953381883,2968044167,8927432959,6,680,0
1,8212932224,1525684632,1098498506,3,637,0
1,4526420307,7756501924,788354865,5,599,0
0,2730517023,1183248016,6280765428,5,672,0
0,1155317977,1040981967,1717682117,5,711,0
0,3387619928,7323366183,9266422493,5,706,0
1,3282716832,7682779786,8034311593,6,711,0
0,2297471818,1341594849,4934391759,3,661,0
2,4714701298,9889826605,6723468571,3,535,0
5,6522309687,2461936997,8518071918,2,688,1
0,6446998649,9680140848,9646101519,3,704,0
0,3591076498,2830398792,691696348,4,563,0
3,1428295584,4821705987,250168646,4,701,0
3,5425771406,160216603,7828668262,4,584,1
4,4126564756,2189128845,8093365665,1,512,1
1,4089740547,6989563041,7603820672,5,603,0
2,3688829403,1077870481,7569871213,7,530,0
1,5887290401,8964321725,8437320284,6,619,0
2,6339545118,1440225719,9953711278,5,571,0
1,4300947294,7934901764,6532399015,4,740,0
1,2433890252,4999116584,4678750015,5,662,0
5,3915376897,2035915345,8357478422,5,516,1
0,5076944284,1957197374,8715616155,3,695,0
0,7015651435,1194161485,1617151381,4,602,0
0,507613504,5209355762,9595941131,4,735,0
0,7471295993,1033637174,1052196685,4,659,0
1,4161919208,5393605755,5731223888,6,771,0
1,3142960192,8859381091,7800010345,6,617,0
1,4026406486,6061123341,7003056049,6,587,0
1,3771643943,884001894,9349437036,6,724,0
1,272707335,5558918305,5524447865,5,646,0
0,3562860182,3474734992,6127390097,5,624,0
0,33873389,3935289853,664281591,2,702,0
3,6080074247,1975715424,9752099378,4,710,0
0,3743047433,1822525541,9985439476,2,653,0
0,5005192491,7171700638,7171700638,5,578,0
1,2701967675,8062864181,6411303895,5,668,0
1,3170195742,8039403746,6765131762,5,748,0
0,3488521606,3929767068,6899402367,6,556,0
0,1788485758,2675028789,2675028789,4,698,0
5,2758106666,132104596,5280352175,5,610,1
5,3873884643,1417327461,5646059783,5,587,1
0,4496332753,4291362937,8116769306,5,647,0
2,2479270394,7516998468,6212461695,9,700,0
0,3636480851,5034945969,6230011095,4,641,0
0,4349714431,6729851508,9552883494,4,691,0
1,6156123268,1039490791,1196905853,7,645,0
0,2595507146,2732819386,4882410153,3,699,0
1,7019336502,9952827512,1109653861,5,713,0
0,3372798366,2655697082,5518121719,7,572,0
1,283216845,3530577813,459652357,6,706,0
2,3088819079,6126599199,6383051863,8,597,0
0,6998085806,9188497658,863907448,2,697,0
0,3785191967,4684040999,7655459766,4,679,0
0,1984549661,3282197575,3323278134,2,651,0
0,6353905035,3786738124,7952627621,2,636,0
1,4367232816,8294719869,7355659931,5,683,0
0,3868654494,7436695026,7916359584,4,705,0
1,2231937514,3641783382,4077216623,5,620,0
1,2605629164,4674896638,5646935133,8,627,0
0,2869026785,3728586226,5329790209,2,654,0
5,2703684493,1364192909,4252020563,5,561,1
4,381489686,135231529,6140733243,5,684,1
0,2760651417,3394714314,4431320455,3,629,0
0,4820718193,7861079887,7861079887,7,555,0
0,285173207,3145961988,5385850032,4,692,0
0,5596026106,5887361274,7259516628,5,595,0
1,5852666871,8883262239,8319528039,6,659,0
3,796309362,2178197975,1102518704,2,664,1
1,3565137585,4151696142,5347996936,6,588,0
0,3809364659,3198925177,7684335931,3,543,0
0,3791485094,2115226372,5378984626,2,723,0
2,2639227765,485843098,3714144102,9,748,0
5,6867810491,2583003238,942375182,3,706,1
1,2336711246,4100750004,4595947246,5,707,0
2,3741316988,6049904769,5404933112,7,714,0
2,2894848784,6481502971,5211556571,8,647,0
0,3486316206,2115229265,6235794794,5,662,0
4,3681961261,12698894,6149572868,5,630,1
1,4434467332,8293056254,7299722647,3,582,0
1,3741276313,5055727773,6182131702,5,577,0
2,4374733446,9203555791,6182702682,6,700,0
2,4262123372,1195706926,544469466,1,701,0
5,4278415702,1588975436,5827212723,3,600,1
3,3269284385,1363198253,6657633129,3,590,1
2,3216627637,9126055584,5909746732,5,708,0
5,5317159662,1976205835,7672962694,3,563,1
0,759835776,5667183081,1191031304,3,645,0
2,4899291572,112722422,7887450643,7,759,0
1,5715221388,6337281922,9576592968,5,591,0
5,6944323467,2627859461,100679174,3,640,1
5,3380406841,1782022804,6526328592,5,653,1
1,3429618915,7921497643,6797179282,5,654,0
1,2002226981,3281201235,3330548092,6,622,0
0,4026402585,5125225579,7194984729,3,633,0
5,4644472768,1960924346,6257870296,5,545,1
5,3881363834,1594583853,5403421108,1,583,1
5,3677861168,2275009446,8064675061,5,607,1
5,2882479389,1338469343,4576275134,3,536,1
2,2307732718,4559616112,3904997734,5,678,0
0,3862507933,2488449557,624421456,6,698,0
0,4031822674,4216062958,742491923,4,631,0
5,2647604959,1883374441,6321053902,4,584,1
1,3565497891,7676291057,7485443305,3,641,0
1,4437535274,7837888084,7322406455,6,566,0
0,5039020817,8949138522,9129067373,3,716,0
4,339348251,1253210918,554945622,5,650,1
